X, Y, T, Action
1.12129, 1.1136, 0.844286, GoToPosition
1.14068, 1.1354, 0.84433, GoAhead
1.15039, 1.14632, 0.844374, GoToPosition
1.16007, 1.15721, 0.844374, GoAhead
1.18272, 1.1827, 0.844422, GoAhead
1.2248, 1.23002, 0.84437, GoToPosition
1.23772, 1.24456, 0.84437, GoToPosition
1.25388, 1.26275, 0.844346, GoAhead
1.26358, 1.27365, 0.844336, GoAhead
1.2862, 1.29912, 0.844398, GoAhead
1.30236, 1.31732, 0.844372, GoAhead
1.31854, 1.33552, 0.84441, GoAhead
1.32826, 1.34645, 0.84443, GoToPosition
1.33794, 1.35735, 0.844428, GoAhead
1.35089, 1.37196, 0.844413, GoAhead
1.36063, 1.38288, 0.844413, GoToPosition
1.37033, 1.39381, 0.844386, GoAhead
1.38326, 1.40838, 0.844332, GoAhead
1.39295, 1.41929, 0.844297, GoAhead
1.41561, 1.4448, 0.844504, GoAhead
1.42529, 1.45568, 0.844456, GoAhead
1.43499, 1.46663, 0.844456, GoToPosition
1.45767, 1.49214, 0.844479, GoAhead
1.46735, 1.50304, 0.844494, GoToPosition
1.4803, 1.51763, 0.844492, GoToPosition
1.49003, 1.52857, 0.844476, GoAhead
1.49971, 1.53948, 0.844434, GoToPosition
1.50942, 1.5504, 0.84441, GoAhead
1.52884, 1.57225, 0.84443, TurnToAngle
1.54177, 1.5868, 0.844394, Turn
1.56468, 1.61279, 0.838973, GoToPosition
1.58275, 1.63462, 0.802862, TurnToAngle
1.60822, 1.66307, 0.70933, Turn
1.62836, 1.68341, 0.70933, GoAhead
1.65642, 1.70925, 0.66923, GoAhead
1.67846, 1.72774, 0.582188, GoAhead
1.71274, 1.75295, 0.579681, TurnToAngle
1.72501, 1.76087, 0.579816, Turn
1.75359, 1.77953, 0.58463, TurnToAngle
1.77019, 1.79044, 0.621265, Turn
1.79508, 1.80573, 0.663085, GoToPosition
1.81925, 1.82135, 0.704224, GoAhead
1.85119, 1.84451, 0.704224, GoAhead
1.89266, 1.87876, 0.794498, GoAhead
1.91677, 1.90329, 0.796851, GoAhead
1.94056, 1.92767, 0.796825, GoAhead
1.95076, 1.93813, 0.796853, GoToPosition
1.96096, 1.94856, 0.796791, TurnToAngle
1.97455, 1.96248, 0.796719, Reaction Braitenberg
1.94936, 1.93099, 0.822982, Turn
1.88138, 1.8602, 0.768286, TurnToAngle
1.86908, 1.85041, 0.676337, Turn
1.8589, 1.84907, 0.50566, GoToPosition
1.85541, 1.85391, 0.374436, TurnToAngle
1.85225, 1.8589, 0.374436, Turn
1.84679, 1.87122, 0.117177, Turn
1.84613, 1.8815, -0.258144, TurnToAngle
1.84635, 1.88635, -0.359791, Turn
1.84675, 1.89087, -0.461284, Turn
1.849, 1.90178, -0.5963, GoToPosition
1.85143, 1.9053, -0.693116, TurnToAngle
1.85421, 1.90849, -0.881543, Turn
1.86069, 1.91537, -1.07729, TurnToAngle
1.86335, 1.91785, -1.15053, Turn
1.86914, 1.91962, -1.21424, TurnToAngle
1.87239, 1.92148, -1.27556, Turn
1.87478, 1.92304, -1.35721, GoToPosition
1.87901, 1.92548, -1.46166, TurnToAngle
1.88125, 1.9264, -1.5127, Turn
1.88362, 1.92702, -1.56523, GoToPosition
1.88574, 1.92212, -1.61634, GoToPosition
1.88603, 1.89827, -1.66354, GoAhead
1.88223, 1.84609, -1.73954, TurnToAngle
1.87735, 1.81719, -1.74196, GoToPosition
1.87307, 1.79289, -1.73723, TurnToAngle
1.86711, 1.76471, -1.69923, Turn
1.86185, 1.73563, -1.65715, Turn
1.85706, 1.69641, -1.61524, GoToPosition
1.855, 1.67515, -1.51883, GoAhead
1.85329, 1.67388, -1.51883, GoToPosition
1.85215, 1.65626, -1.46465, GoAhead
1.85378, 1.6417, -1.46522, GoAhead
1.85705, 1.61264, -1.46607, GoAhead
1.86013, 1.58357, -1.46614, GoAhead
1.86166, 1.56903, -1.46614, GoAhead
1.86471, 1.53998, -1.46616, GoAhead
1.86624, 1.52546, -1.46616, GoAhead
1.86726, 1.51577, -1.46615, GoAhead
1.8698, 1.49157, -1.46616, GoAhead
1.87082, 1.48189, -1.46616, GoAhead
1.87234, 1.46736, -1.46617, GoAhead
1.87489, 1.44315, -1.46618, GoToPosition
1.87591, 1.43346, -1.46617, GoAhead
1.87743, 1.41894, -1.46616, GoAhead
1.87896, 1.40441, -1.46618, GoToPosition
1.88049, 1.38988, -1.46619, GoAhead
1.88304, 1.36568, -1.46619, GoToPosition
1.88456, 1.35116, -1.46621, GoAhead
1.88759, 1.32209, -1.4662, GoAhead
1.89013, 1.29788, -1.46621, GoAhead
1.89318, 1.26884, -1.46621, GoAhead
1.89471, 1.25431, -1.4662, GoAhead
1.89927, 1.21074, -1.46623, GoAhead
1.90232, 1.18168, -1.46623, GoAhead
1.90334, 1.172, -1.46626, GoToPosition
1.90487, 1.15748, -1.46626, GoAhead
1.9079, 1.12842, -1.46622, GoAhead
1.91147, 1.09449, -1.46624, GoAhead
1.9145, 1.0654, -1.46623, GoAhead
1.91755, 1.03636, -1.46625, GoToPosition
1.91907, 1.02179, -1.46622, GoToPosition
1.92059, 1.00725, -1.46624, GoToPosition
1.92211, 0.992749, -1.46624, GoAhead
1.92364, 0.978185, -1.46624, GoToPosition
1.92516, 0.963676, -1.46629, GoAhead
1.9267, 0.949103, -1.46629, GoToPosition
1.93128, 0.905508, -1.46628, GoAhead
1.9328, 0.890993, -1.46629, GoToPosition
1.93483, 0.871607, -1.4663, GoAhead
1.93585, 0.861901, -1.46632, GoToPosition
1.93888, 0.832852, -1.46629, GoAhead
1.94041, 0.818338, -1.46629, GoAhead
1.94193, 0.803793, -1.46628, GoToPosition
1.94345, 0.78925, -1.46629, GoAhead
1.94447, 0.779551, -1.46629, GoToPosition
1.94599, 0.765001, -1.46632, GoAhead
1.94751, 0.750451, -1.46634, GoToPosition
1.94854, 0.740773, -1.46637, GoAhead
1.95006, 0.726241, -1.46638, GoToPosition
1.95159, 0.711673, -1.46638, GoAhead
1.9531, 0.697178, -1.46637, GoAhead
1.95614, 0.668129, -1.46637, GoAhead
1.95867, 0.643863, -1.46638, GoToPosition
1.96019, 0.629335, -1.46636, GoAhead
1.9617, 0.614807, -1.46631, GoToPosition
1.96322, 0.600266, -1.46631, GoAhead
1.96473, 0.585755, -1.46635, GoAhead
1.96574, 0.576054, -1.46634, GoAhead
1.96828, 0.551856, -1.46633, GoAhead
1.9698, 0.5373, -1.46633, GoAhead
1.97131, 0.522787, -1.46634, GoAhead
1.97436, 0.493697, -1.46634, GoAhead
1.9764, 0.47433, -1.46636, GoToPosition
1.97742, 0.464673, -1.46635, GoAhead
1.97893, 0.45012, -1.46633, GoAhead
1.98247, 0.416192, -1.4663, GoAhead
1.98551, 0.387166, -1.46629, GoAhead
1.98855, 0.358074, -1.46629, GoAhead
1.98955, 0.34836, -1.46629, GoToPosition
1.99108, 0.333854, -1.46629, TurnToAngle
1.9921, 0.324131, -1.46629, Turn
1.99465, 0.299898, -1.46635, GoToPosition
2.00475, 0.213693, -1.54831, GoToPosition
2.00638, 0.155662, -1.68224, GoAhead
2.00553, 0.126597, -1.7167, GoToPosition
2.00406, 0.103362, -1.71933, TurnToAngle
2.00208, 0.0887306, -1.71912, Turn
1.99985, 0.0743069, -1.71891, GoToPosition
1.99599, 0.0497096, -1.67868, TurnToAngle
1.9908, 0.021369, -1.63839, Turn
1.98627, -0.00769713, -1.63839, GoToPosition
1.98311, -0.0365696, -1.59893, GoAhead
1.98104, -0.0656305, -1.5568, GoToPosition
1.98013, -0.0898001, -1.52146, GoAhead
1.98116, -0.1096, -1.51831, GoToPosition
1.98196, -0.124184, -1.51848, GoAhead
1.98276, -0.138787, -1.51852, GoToPosition
1.98354, -0.153436, -1.51854, GoAhead
1.9843, -0.168038, -1.51855, GoToPosition
1.98531, -0.18748, -1.51854, GoAhead
1.98608, -0.202062, -1.51853, GoToPosition
1.98684, -0.216671, -1.51853, GoAhead
1.9876, -0.231297, -1.51853, GoToPosition
1.98861, -0.250725, -1.51852, GoAhead
1.98937, -0.265343, -1.51854, GoAhead
1.98987, -0.275083, -1.51854, GoAhead
1.99065, -0.289651, -1.51854, GoToPosition
1.99115, -0.299384, -1.51853, GoAhead
1.99165, -0.309127, -1.51853, GoAhead
1.99268, -0.328571, -1.51853, GoAhead
1.99421, -0.35777, -1.51856, GoToPosition
1.99498, -0.372388, -1.51856, GoAhead
1.9965, -0.401557, -1.51857, GoAhead
1.99827, -0.435586, -1.51859, GoToPosition
1.99902, -0.450198, -1.51859, GoAhead
1.99979, -0.464791, -1.51868, GoToPosition
2.00055, -0.479382, -1.51872, GoAhead
2.00155, -0.498829, -1.51872, GoToPosition
2.0023, -0.513436, -1.51873, GoAhead
2.00483, -0.562103, -1.51872, GoAhead
2.0056, -0.576679, -1.51872, GoToPosition
2.00787, -0.620495, -1.51874, GoAhead
2.01039, -0.669174, -1.51878, GoAhead
2.01114, -0.683746, -1.51878, GoToPosition
2.01189, -0.698335, -1.51874, GoAhead
2.01441, -0.747006, -1.51878, GoToPosition
2.01517, -0.761604, -1.51874, GoAhead
2.01594, -0.776193, -1.51874, GoToPosition
2.01695, -0.795656, -1.51875, GoAhead
2.0177, -0.810261, -1.51876, GoToPosition
2.01921, -0.83947, -1.51874, GoToPosition
2.02096, -0.873485, -1.51875, GoToPosition
2.02247, -0.902669, -1.51876, GoAhead
2.02347, -0.922141, -1.51877, GoAhead
2.02423, -0.936708, -1.51878, GoToPosition
2.02852, -1.01941, -1.51883, GoAhead
2.03001, -1.04861, -1.51884, GoAhead
2.03101, -1.06808, -1.51884, Reaction Braitenberg
2.03177, -1.0827, -1.51884, Reaction Braitenberg
2.03925, -1.13048, -1.70692, GoToPosition
2.0404, -1.13561, -1.72592, GoAhead
2.04038, -1.14215, -1.729, GoToPosition
2.03836, -1.15622, -1.72845, TurnToAngle
2.03674, -1.16585, -1.72827, Turn
2.0344, -1.18027, -1.72373, GoToPosition
2.03106, -1.20001, -1.68727, TurnToAngle
2.02562, -1.22809, -1.64734, Turn
2.01964, -1.26648, -1.60785, GoToPosition
2.01667, -1.29508, -1.60785, GoAhead
2.01479, -1.32403, -1.56907, GoToPosition
2.01401, -1.34198, -1.529, GoAhead
2.01432, -1.36331, -1.51752, GoToPosition
2.0152, -1.37791, -1.51765, GoAhead
2.01863, -1.44121, -1.51778, GoToPosition
2.01942, -1.45579, -1.51779, GoAhead
2.0212, -1.48983, -1.51781, GoAhead
2.02197, -1.50443, -1.51779, GoToPosition
2.02275, -1.51902, -1.51782, GoAhead
2.02351, -1.5336, -1.51784, GoToPosition
2.02429, -1.5482, -1.51783, TurnToAngle
2.02506, -1.56281, -1.51782, Turn
2.02608, -1.58223, -1.51782, GoToPosition
2.02729, -1.60238, -1.51829, TurnToAngle
2.02895, -1.62109, -1.5467, Turn
2.0298, -1.63063, -1.60122, GoToPosition
2.03139, -1.65906, -1.64217, GoAhead
2.03172, -1.68787, -1.67383, GoToPosition
2.03113, -1.71117, -1.67558, GoAhead
2.0292, -1.73078, -1.6754, GoToPosition
2.02763, -1.74531, -1.67537, GoAhead
2.02453, -1.77439, -1.67534, GoToPosition
2.02249, -1.79375, -1.67534, GoAhead
2.02097, -1.8083, -1.67533, GoToPosition
2.01945, -1.82284, -1.67532, GoAhead
2.01742, -1.84223, -1.6753, GoToPosition
2.01639, -1.85191, -1.67531, GoAhead
2.01282, -1.88582, -1.67533, GoAhead
2.01129, -1.90035, -1.67531, GoToPosition
2.00976, -1.91485, -1.67533, GoAhead
2.00823, -1.92941, -1.67463, Reaction Braitenberg
2.00763, -1.93483, -1.67857, Reaction Braitenberg
2.00888, -1.92492, -1.70374, TurnToAngle
2.01525, -1.89247, -1.72971, TurnToAngle
2.01717, -1.88546, -1.73794, Turn
2.01931, -1.87674, -1.75474, TurnToAngle
2.02388, -1.8727, -1.83931, Turn
2.0361, -1.87604, -2.12343, GoToPosition
2.04087, -1.87877, -2.2444, TurnToAngle
2.04464, -1.88283, -2.36969, Turn
2.04651, -1.88601, -2.45094, GoToPosition
2.04841, -1.89123, -2.56709, TurnToAngle
2.05022, -1.8956, -2.67124, Turn
2.05161, -1.90017, -2.77579, GoToPosition
2.05144, -1.90506, -2.87802, TurnToAngle
2.05215, -1.90942, -2.97692, Turn
2.05293, -1.9138, -3.07526, GoToPosition
2.05244, -1.91799, 3.11572, TurnToAngle
2.05079, -1.92196, 3.02752, Turn
2.04888, -1.9257, 2.93968, GoToPosition
2.04727, -1.9289, 2.86185, TurnToAngle
2.04628, -1.93092, 2.81143, Turn
2.04451, -1.93367, 2.73737, GoToPosition
2.04253, -1.93612, 2.66937, TurnToAngle
2.04069, -1.93829, 2.60754, Turn
2.03937, -1.93977, 2.54492, GoToPosition
2.03739, -1.9416, 2.50955, TurnToAngle
2.0355, -1.94318, 2.45593, Turn
2.03404, -1.94524, 2.39842, GoToPosition
2.03296, -1.94743, 2.34693, GoAhead
2.03173, -1.94931, 2.29792, GoToPosition
2.02756, -1.94738, 2.25434, GoAhead
2.0188, -1.93721, 2.24651, GoToPosition
2.00968, -1.92577, 2.24659, TurnToAngle
2.00056, -1.91429, 2.24689, Turn
1.99451, -1.90659, 2.24706, GoToPosition
1.98728, -1.89741, 2.2477, TurnToAngle
1.97051, -1.87539, 2.27586, Turn
1.95279, -1.8522, 2.31868, GoToPosition
1.93391, -1.82989, 2.36055, GoAhead
1.91432, -1.80871, 2.4012, GoToPosition
1.8979, -1.79211, 2.43391, GoAhead
1.88676, -1.78242, 2.43581, GoToPosition
1.87566, -1.77307, 2.43561, GoAhead
1.86456, -1.76362, 2.43543, GoToPosition
1.85344, -1.75415, 2.43534, GoAhead
1.84232, -1.74467, 2.4353, GoToPosition
1.83123, -1.73522, 2.43529, GoAhead
1.8201, -1.72573, 2.43534, GoToPosition
1.80896, -1.71624, 2.43533, GoAhead
1.79787, -1.70677, 2.4353, GoToPosition
1.78675, -1.69729, 2.43528, GoAhead
1.77563, -1.68781, 2.4353, GoToPosition
1.76451, -1.67833, 2.4353, GoToPosition
1.75561, -1.67033, 2.4445, GoToPosition
1.75164, -1.666, 2.46176, GoToPosition
1.74887, -1.6622, 2.49195, GoToPosition
1.75295, -1.66199, 2.55268, GoToPosition
1.75618, -1.66164, 2.59855, TurnToAngle
1.76147, -1.66103, 2.66755, Turn
1.76641, -1.66017, 2.7344, GoToPosition
1.76608, -1.65709, 2.80039, TurnToAngle
1.75181, -1.65064, 2.83845, Turn
1.72763, -1.64376, 2.82397, GoToPosition
